Fluid_lvl_tank102;Pressure_tank103;Pump_speed;Flowmeter;Tank102_set;Pressure_set;Flow_set;Fluid_lvl_tank101_IO_link;Fluid_lvl_tank102_IO_link;Fluid_lvl_MAX_tank101;Fluid_lvl_MIN_tank101;V101;V102;V103;V104;V106;V107;V108;V109;V112;Cycle_nuber;EStop;Work;State
80.09615;148.45218;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.92;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.19711;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.92;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.70726;100.0;0.93;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.94;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.95;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;0.97;0.0;0.0;1.0;105;80;0;0;0;0;0;1;0;0;0;0;0;6;0;1;3
80.09615;148.45218;100.0;1.08;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
80.76923;148.45218;100.0;1.21;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
81.77885;148.45218;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
82.45193;148.45218;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
83.125;148.70726;100.0;1.2;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
83.62981;148.45218;100.0;1.23;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
84.47115;148.45218;100.0;1.23;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
85.14423;148.45218;100.0;1.24;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
85.48077;148.45218;100.0;1.22;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
86.49039;148.19711;100.0;1.21;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
86.99519;148.45218;100.0;1.23;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
88.00481;148.19711;100.0;1.21;90.0;0.0;0.0;100;90;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
88.67789;147.94203;100.0;1.22;90.0;0.0;0.0;100;90;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
89.18269;148.19711;100.0;1.23;90.0;0.0;0.0;100;90;0;0;1;0;0;0;0;0;0;0;0;6;0;1;4
89.51923;148.19711;100.0;1.24;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;147.94203;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.70726;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
91.20193;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.85577;148.19711;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;148.45218;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;6;0;1;4
89.6875;34.944927;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;6;0;1;5
89.6875;8.162319;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;6;0;1;5
89.85577;7.652174;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;6;0;1;5
89.85577;7.397102;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;6;0;1;5
89.85577;7.1420293;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;6;0;1;5
89.51923;7.1420293;0.0;-0.25;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
89.35096;7.1420293;0.0;-0.34;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
89.18269;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
89.01443;7.397102;0.0;-0.37;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
88.67789;7.397102;0.0;-0.37;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
88.34135;7.397102;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
88.00481;7.397102;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
87.66827;7.652174;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
87.33173;7.397102;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
87.16346;7.397102;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
86.82693;7.652174;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
86.65865;7.9072466;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
86.32211;7.9072466;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
85.98558;7.9072466;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
85.98558;7.9072466;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
85.48077;7.652174;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
85.14423;7.9072466;0.0;-0.36;0.0;0.0;0.0;105;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
84.97596;7.9072466;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
84.63943;7.652174;0.0;-0.36;0.0;0.0;0.0;105;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
84.47115;8.162319;0.0;-0.37;0.0;0.0;0.0;105;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
83.96635;7.9072466;0.0;-0.34;0.0;0.0;0.0;105;90;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
83.96635;7.9072466;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
83.62981;7.9072466;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
83.125;7.9072466;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
83.125;7.9072466;0.0;-0.34;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
82.95673;7.9072466;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
82.62019;8.162319;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;6;0;1;6
82.45193;111.72174;80.347145;0.0;0.0;200.0;0.0;105;85;0;0;0;1;0;0;1;0;1;0;1;6;0;1;7
81.94711;196.66087;80.30388;0.38;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;203.54784;80.17448;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;195.6406;79.90665;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;202.52754;79.98599;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;198.95653;79.93042;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;202.0174;80.29944;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;193.85509;80.54195;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;199.97682;79.90262;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;200.99712;80.196785;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.91595;80.14811;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;199.21161;80.07262;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.15073;79.91212;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;198.44638;79.84395;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;202.27248;79.89836;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;197.17102;80.253296;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.66087;80.17425;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;195.89566;80.00073;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;198.70146;79.8584;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.4058;79.76376;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;199.21161;80.14291;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;200.99712;79.96077;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;200.99712;79.835045;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.66087;80.2099;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;196.91595;80.17061;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;193.6;80.009796;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;201.25218;79.776634;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;6;0;1;7
81.94711;198.70146;80.295044;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;0;0;0;6;0;1;7
81.94711;199.97682;99.94;1.05;100.0;0.0;1.0;105;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
83.125;200.23189;98.46;1.2;100.0;0.0;1.0;105;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
83.79808;200.48697;94.31999;1.21;100.0;0.0;1.0;105;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
84.13461;200.23189;89.21;1.13;100.0;0.0;1.0;105;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
84.63943;200.23189;87.420006;1.08;100.0;0.0;1.0;105;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
85.64904;200.23189;85.479996;1.07;100.0;0.0;1.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
86.15385;200.23189;84.579994;1.07;100.0;0.0;1.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
86.49039;200.23189;83.42;1.05;100.0;0.0;1.0;100;85;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
87.16346;199.97682;82.68;1.01;100.0;0.0;1.0;100;90;0;0;1;0;0;0;0;0;0;0;0;6;0;1;8
87.5;207.88406;82.23;1.02;100.0;0.0;1.0;100;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
88.34135;206.35364;82.04;1.01;100.0;0.0;1.0;100;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
88.84615;205.33334;81.979996;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
89.51923;205.84349;81.84;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
89.85577;205.07826;81.74;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
90.52885;204.56813;81.630005;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
91.53846;203.03769;81.66;0.99;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
91.70673;204.56813;81.69;1.01;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
92.21154;203.03769;81.4;1.01;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
92.71635;202.52754;81.299995;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
93.38943;204.31305;81.41;0.99;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
94.0625;203.29276;81.48;1.01;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
94.56731;202.52754;81.340004;1.0;100.0;0.0;1.0;95;90;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
94.90385;202.27248;81.39001;1.01;100.0;0.0;1.0;95;95;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
95.57693;201.25218;81.26;1.0;100.0;0.0;1.0;95;95;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
96.08173;202.78262;81.3;1.01;100.0;0.0;1.0;90;95;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
97.25961;202.0174;81.37;1.0;100.0;0.0;1.0;90;95;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
97.93269;201.50725;81.43;0.99;100.0;0.0;1.0;90;95;0;0;1;0;0;0;1;0;1;0;0;6;0;1;8
98.60577;203.8029;0.0;0.0;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;0;0;0;1;6;0;1;9
98.26923;8.672464;0.0;-0.35;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
98.10096;8.162319;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
97.59615;7.652174;0.0;-0.38;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
96.75481;7.397102;0.0;-0.38;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
96.58654;7.1420293;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
96.41827;6.8869567;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
96.08173;7.1420293;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
95.74519;6.8869567;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
95.91346;6.8869567;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
95.40865;6.8869567;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
94.73558;6.6318846;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
94.90385;7.1420293;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
94.39904;6.8869567;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
94.23077;7.1420293;0.0;-0.38;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
93.55769;7.1420293;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
93.89423;6.8869567;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
93.22115;6.8869567;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
92.71635;6.8869567;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
92.37981;7.1420293;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
92.37981;7.1420293;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
91.875;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
91.53846;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
91.37019;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
91.20193;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
90.52885;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
90.36058;6.8869567;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
90.19231;7.1420293;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
89.85577;7.397102;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
89.51923;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
89.51923;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
89.01443;7.1420293;0.0;-0.36;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
88.84615;7.1420293;0.0;-0.35;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
88.34135;7.1420293;0.0;-0.37;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
88.34135;7.397102;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
88.00481;7.397102;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;1;0;0;1;6;0;1;9
